date_complete,annee,pays,zone,localite,activite,type_attaque,sexe,age,tranche_age,geocoded_query,latitude,longitude,geocode_status,geocode_source
2001-06-09,2001,AUSTRALIA,New South Wales,Lord Howe Island (island group 440 miles northeast of Sydney),Hiking on the beach,Invalid,M,75.0,70-79,"Lord Howe Island (island group 440 miles northeast of Sydney), New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2001-09-16,2001,USA,Florida,"2 miles off Pompano Beach, Broward County",Wreck / Technical diving,Invalid,M,42.0,40-49,"2 miles off Pompano Beach, Broward County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2001-09-03,2001,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming,Unprovoked,F,23.0,20-29,"Avon, Hatteras Island, Outer Banks, Dare County, North Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
2001-09-08,2001,USA,Florida,"Everglades National Park, Monroe County",Fishing,Provoked,M,44.0,40-49,"Everglades National Park, Monroe County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2001-08-31,2001,BAHAMAS,Abaco Islands,North of Grand Cay,Spearfishing,Unprovoked,M,44.0,40-49,"North of Grand Cay, Abaco Islands, BAHAMAS",,,not_requested,Nominatim/OpenStreetMap
2001-07-21,2001,USA,Massachusetts,Chatham Island,Fishing,Watercraft,,,,"Chatham Island, Massachusetts, USA",,,not_requested,Nominatim/OpenStreetMap
2001-07-15,2001,USA,Florida,"Santa Rosa Island, Escambia County",Surfing,Unprovoked,M,48.0,40-49,"Santa Rosa Island, Escambia County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2001-07-15,2001,USA,Florida,"Amelia Island, Nassau County",Boogie boarding,Unprovoked,M,18.0,10-19,"Amelia Island, Nassau County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2001-07-06,2001,MEXICO,Baja California,Ensenada,Surfing,Unprovoked,M,42.0,40-49,"Ensenada, Baja California, MEXICO",,,not_requested,Nominatim/OpenStreetMap
2001-05-04,2001,AUSTRALIA,New South Wales,Noraville,Surfing,Unprovoked,M,33.0,30-39,"Noraville, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2001-04-02,2001,AUSTRALIA,New South Wales,Nambucca River Entrance,Surfing,Unprovoked,M,40.0,40-49,"Nambucca River Entrance, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
,2001,BRAZIL,Rio Grande de Norte,"Praia de Camapum, Macau",Batin,Unprovoked,F,12.0,10-19,"Praia de Camapum, Macau, Rio Grande de Norte, BRAZIL",,,not_requested,Nominatim/OpenStreetMap
2001-08-04,2001,BAHAMAS,Grand Bahama Island,Freeport,Swimming,Unprovoked,M,36.0,30-39,"Freeport, Grand Bahama Island, BAHAMAS",,,not_requested,Nominatim/OpenStreetMap
2001-01-09,2001,USA,California,"Sunset Cliffs, San Diego",Surfing,Unprovoked,M,,,"Sunset Cliffs, San Diego, California, USA",,,not_requested,Nominatim/OpenStreetMap
2001-04-12,2001,USA,Florida,"New Smyrna Beach / Waveland, Volusia County",Surfing,Unprovoked,M,22.0,20-29,"New Smyrna Beach / Waveland, Volusia County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2001-08-19,2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,32.0,30-39,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2001-04-10,2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,,16.0,10-19,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2001-02-11,2001,MALAYSIA,Off the western coast of peninsular Malaysia,Pulau Pangkor (Pangkor Island),Unknown,Invalid,F,,,"Pulau Pangkor (Pangkor Island), Off the western coast of peninsular Malaysia, MALAYSIA",,,not_requested,Nominatim/OpenStreetMap
2001-06-12,2001,USA,Texas,Padre Island National Seashore,Swimming,Unprovoked,M,14.0,10-19,"Padre Island National Seashore, Texas, USA",,,not_requested,Nominatim/OpenStreetMap
2001-03-08,2001,BRAZIL,Bahia,Nova Vicosa,Attempting to catch a crocodile,Invalid,M,12.0,10-19,"Nova Vicosa, Bahia, BRAZIL",,,not_requested,Nominatim/OpenStreetMap
2001-01-21,2001,AUSTRALIA,South Australia,Adelaide,Fishing,Watercraft,,,,"Adelaide, South Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2001-04-08,2001,AUSTRALIA,New South Wales,Bronte Beach,Snorkeling,Provoked,M,,,"Bronte Beach, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2001-04-12,2001,USA,Florida,"Waveland Beach, Hutchinson Island, St Lucie County",Inconnue,Unprovoked,M,30.0,30-39,"Waveland Beach, Hutchinson Island, St Lucie County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2001-09-01,2001,USA,Virginia,"Sandbridge Beach, Princess Anne County",Swimming,Unprovoked,M,10.0,10-19,"Sandbridge Beach, Princess Anne County, Virginia, USA",,,not_requested,Nominatim/OpenStreetMap
2001-09-30,2001,AUSTRALIA,Queensland,"Moreton Bay, NE of Brisbane",Inconnue,Watercraft,M,31.0,30-39,"Moreton Bay, NE of Brisbane, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2001-10-07,2001,SOUTH AFRICA,KwaZulu-Natal,Salt Rock,Kite-Boarding,Unprovoked,M,,,"Salt Rock, KwaZulu-Natal, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
2001-03-09,2001,USA,Florida,"Coral Cove Park, Jupiter Island, Martin County",Surfing,Unprovoked,M,,,"Coral Cove Park, Jupiter Island, Martin County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2001-08-22,2001,USA,Florida,"Daytona, Volusia County",Surfing,Unprovoked,M,17.0,10-19,"Daytona, Volusia County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2001-08-21,2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,27.0,20-29,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2001-04-12,2001,USA,Florida,"New Smyrna Beach, Volusia County",Body boarding,Unprovoked,M,12.0,10-19,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2001-02-04,2001,AUSTRALIA,New South Wales,Broome Head,Surfing,Unprovoked,M,40.0,40-49,"Broome Head, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2001-11-23,2001,AUSTRALIA,New South Wales,"Flat Rock Beach, Lennox Head",Surfing,Unprovoked,M,49.0,40-49,"Flat Rock Beach, Lennox Head, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2001-08-18,2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,19.0,10-19,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2001-06-03,2001,USA,South Carolina,"Off 21st Avenue, Isle of Palms, Charleston County",Wading,Unprovoked,F,29.0,20-29,"Off 21st Avenue, Isle of Palms, Charleston County, South Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
2001-09-24,2001,USA,Florida,"Ponce Inlet, Volusia County","Surfing, fell off surfboard & stepped on the shark.",Provoked,M,21.0,20-29,"Ponce Inlet, Volusia County, Florida, USA",29.0963729,-80.9369983,geocoded,Nominatim/OpenStreetMap
2001-05-20,2001,USA,South Carolina,"Fripp Island, Beaufort County",Swimming,Unprovoked,M,,,"Fripp Island, Beaufort County, South Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
2001-04-12,2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,38.0,30-39,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2001-05-01,2001,FIJI,Taveuni,,"Spearfishing, carrying his catch",Unprovoked,M,,,"Taveuni, FIJI",,,not_requested,Nominatim/OpenStreetMap
2001-07-06,2001,USA,Florida,Gulf Islands National Seashore,Swimming,Unprovoked,M,8.0,0-9,"Gulf Islands National Seashore, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2001-08-18,2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,20.0,20-29,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2001-09-02,2001,USA,Florida,"Mayport Naval Station, Jacksonville, Duval Country",Wading,Unprovoked,M,20.0,20-29,"Mayport Naval Station, Jacksonville, Duval Country, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2001-09-07,2001,USA,South Carolina,"Waites Island, Horry County",Swimming,Invalid,F,,,"Waites Island, Horry County, South Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
2001-04-11,2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,19.0,10-19,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2001-04-13,2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,12.0,10-19,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2001-07-25,2001,USA,Florida,"Taverniier, Monroe County",Inconnue,Unprovoked,M,,,"Taverniier, Monroe County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2001-08-19,2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,F,17.0,10-19,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2001-09-13,2001,UNITED KINGDOM,Cheshire,"Blue Planet Aquarium, Ellesmere Port",Diving,Provoked,M,,,"Blue Planet Aquarium, Ellesmere Port, Cheshire, UNITED KINGDOM",,,not_requested,Nominatim/OpenStreetMap
2001-03-03,2001,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,Unprovoked,M,20.0,20-29,"Boa Viagem Beach, Recife, Pernambuco, BRAZIL",-8.1275681,-34.8976638,geocoded,Nominatim/OpenStreetMap
2001-05-11,2001,MADAGASCAR,,Shipwrecked Ferry M/V Samsonnette,Inconnue,Invalid,M,,,"Shipwrecked Ferry M/V Samsonnette, MADAGASCAR",,,not_requested,Nominatim/OpenStreetMap
2001-11-07,2001,AUSTRALIA,Western Australia,"Leighton Beach, south of North Cottesloe",Surf-skiing,Invalid,M,,,"Leighton Beach, south of North Cottesloe, Western Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2001-08-29,2001,USA,Florida,"Coquina Beach, Anna Maria Island, Manatee County",Standing,Unprovoked,F,29.0,20-29,"Coquina Beach, Anna Maria Island, Manatee County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2001-07-26,2001,USA,South Carolina,"Myrtle Beach, Horry County",Inconnue,Unprovoked,F,,,"Myrtle Beach, Horry County, South Carolina, USA",33.6956461,-78.8900409,geocoded,Nominatim/OpenStreetMap
2001-07-24,2001,USA,Florida,"Marathon , Monroe County",Inconnue,Unprovoked,F,,,"Marathon , Monroe County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2001-03-01,2001,CARIBBEAN SEA,,Between St. Maarten & Anguilla,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,Sea Disaster,,,,"Between St. Maarten & Anguilla, CARIBBEAN SEA",,,not_requested,Nominatim/OpenStreetMap
2001-04-05,2001,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",Standing alongside surfboard,Unprovoked,M,26.0,20-29,"Bethune Beach, south of New Smyrna Beach, Volusia County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2001-04-08,2001,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,Surfing,Unprovoked,M,46.0,40-49,"Cape St. Francis, Eastern Cape Province, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
2001-08-19,2001,USA,Florida,"Wilbur-by-the-Sea, Volusia County",Surfing,Unprovoked,F,17.0,10-19,"Wilbur-by-the-Sea, Volusia County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2001-08-27,2001,USA,Florida,"New Smyrna Beach, Volusia County",Wading,Unprovoked,M,69.0,60-69,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2001-08-05,2001,USA,South Carolina,"Near 70th Avenue, Myrtle Beach, Horry County",Inconnue,Unprovoked,F,,,"Near 70th Avenue, Myrtle Beach, Horry County, South Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
2001-09-15,2001,USA,Florida,A quarter mile north of Fort Pierce Inlet,Boogie boarding,Unprovoked,M,6.0,0-9,"A quarter mile north of Fort Pierce Inlet, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2001-09-30,2001,MEXICO,Guerrero,Ixtapa,Body surfing,Unprovoked,M,26.0,20-29,"Ixtapa, Guerrero, MEXICO",,,not_requested,Nominatim/OpenStreetMap
2001-08-16,2001,BAHAMAS,Grand Bahama Island,"High Rock, 25 to 30 miles east of Freeport",Spearfishing,Unprovoked,M,43.0,40-49,"High Rock, 25 to 30 miles east of Freeport, Grand Bahama Island, BAHAMAS",,,not_requested,Nominatim/OpenStreetMap
2001-04-28,2001,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,Unprovoked,M,14.0,10-19,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2001-05-29,2001,USA,Texas,Galveston Island,Inconnue,Unprovoked,M,16.0,10-19,"Galveston Island, Texas, USA",,,not_requested,Nominatim/OpenStreetMap
2001-08-26,2001,USA,Florida,"New Smyrna Beach, Volusia County",Boogie Boarding,Unprovoked,M,18.0,10-19,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2001-01-24,2001,CUBA,Holquin Province,Off Blau Costa Verde resort,Swimming,Unprovoked,F,55.0,50-59,"Off Blau Costa Verde resort, Holquin Province, CUBA",,,not_requested,Nominatim/OpenStreetMap
2001-07-01,2001,USA,Georgia,"Jekyll Island, Glynn County",Floating face-down in knee-deep water,Unprovoked,M,35.0,30-39,"Jekyll Island, Glynn County, Georgia, USA",,,not_requested,Nominatim/OpenStreetMap
2001-05-08,2001,SOUTH AFRICA,Eastern Cape Province,East London,Surfing,Unprovoked,M,26.0,20-29,"East London, Eastern Cape Province, SOUTH AFRICA",-33.0191604,27.8998573,geocoded,Nominatim/OpenStreetMap
2001-09-15,2001,USA,North Carolina,"North Topsail Beach, Onslow County",Surfing,Unprovoked,M,16.0,10-19,"North Topsail Beach, Onslow County, North Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
2001-04-13,2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,16.0,10-19,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2001-11-14,2001,USA,Hawaii,"Kapalua, Maui",Surfing,Unprovoked,,,,"Kapalua, Maui, Hawaii, USA",,,not_requested,Nominatim/OpenStreetMap
2001-12-21,2001,AUSTRALIA,Western Australia,"Honeycombs, 250 km south of Perth",Surfing,Invalid,M,36.0,30-39,"Honeycombs, 250 km south of Perth, Western Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2001-08-03,2001,ITALY,,Rimini,Fishing,Watercraft,,,,"Rimini, ITALY",,,not_requested,Nominatim/OpenStreetMap
2001-08-25,2001,USA,Florida,"New Smyrna Beach, Volusia County",Boogie Boarding,Unprovoked,M,18.0,10-19,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2001-10-02,2001,AUSTRALIA,Queensland,200 miles offshore,Snorkeling,Unprovoked,F,20.0,20-29,"200 miles offshore, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2001-02-26,2001,AUSTRALIA,Western Australia,Albany (incident took place 200 metres from swimmers),Fishing for whiting,Watercraft,,,,"Albany (incident took place 200 metres from swimmers), Western Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2001-01-24,2001,AUSTRALIA,New South Wales,South West Rocks,Kayaking,Watercraft,M,35.0,30-39,"South West Rocks, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2001-05-23,2001,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,Unprovoked,M,11.0,10-19,"Coligny Beach, Hilton Head, Beaufort County, South Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
2001-05-18,2001,PHILIPPINES,Zamboanga del Sur Province,,Shark fishing,Provoked,M,24.0,20-29,"Zamboanga del Sur Province, PHILIPPINES",,,not_requested,Nominatim/OpenStreetMap
2001-05-03,2001,USA,Florida,"Jacksonville, Duval County",Surfing,Unprovoked,M,45.0,40-49,"Jacksonville, Duval County, Florida, USA",30.3262247,-81.6579179,geocoded,Nominatim/OpenStreetMap
2002-11-14,2002,TURKS & CAICOS,Caicos Bank,French Cay,Snorkeling,Unprovoked,F,41.0,40-49,"French Cay, Caicos Bank, TURKS & CAICOS",,,not_requested,Nominatim/OpenStreetMap
2002-11-01,2002,FRENCH POLYNESIA,Society Islands,Tetiaroa,"Fishing, standing in 2' of water",Unprovoked,M,52.0,50-59,"Tetiaroa, Society Islands, FRENCH POLYNESIA",,,not_requested,Nominatim/OpenStreetMap
2002-08-14,2002,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,27.0,20-29,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2002-03-19,2002,USA,Florida,"Daytona Beach Shores, Volusia County",Swimming /  boogie boarding,Unprovoked,M,20.0,20-29,"Daytona Beach Shores, Volusia County, Florida, USA",29.1760933,-80.9828323,geocoded,Nominatim/OpenStreetMap
2002-03-15,2002,USA,Florida,"Deerfield Beach (near Boca Raton), Broward County",Snorkeling,Unprovoked,M,39.0,30-39,"Deerfield Beach (near Boca Raton), Broward County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2002-04-20,2002,USA,Florida,"St. Augustine Beach, St. Johns County","Surfing, but standing in water alongside board",Unprovoked,M,34.0,30-39,"St. Augustine Beach, St. Johns County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2002-06-10,2002,USA,Florida,"St Augustine Beach, St Johns County",Surfing,Unprovoked,M,28.0,20-29,"St Augustine Beach, St Johns County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2002-12-20,2002,AUSTRALIA,Queensland,Golden Beach,Swimming,Invalid,M,11.0,10-19,"Golden Beach, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2002-05-22,2002,USA,Florida,"a pier at the end of Caxambas Drive, Marco Island","Fishing, removing the shark from his line",Provoked,M,55.0,50-59,"a pier at the end of Caxambas Drive, Marco Island, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2002-03-25,2002,USA,Florida,"Cocoa Beach, Brevard County",Wading,Unprovoked,F,11.0,10-19,"Cocoa Beach, Brevard County, Florida, USA",28.3184107,-80.6094959,geocoded,Nominatim/OpenStreetMap
2002-06-09,2002,USA,Florida,"Jensen Beach, Martin County",Swimming,Unprovoked,M,10.0,10-19,"Jensen Beach, Martin County, Florida, USA",27.2379528,-80.2389899,geocoded,Nominatim/OpenStreetMap
2002-10-11,2002,USA,Florida,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",Surfing,Unprovoked,M,21.0,20-29,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2002-06-20,2002,AUSTRALIA,Queensland,Sunshine Beach,Surfing,Unprovoked,M,30.0,30-39,"Sunshine Beach, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2002-07-04,2002,USA,North Carolina,"Wrightsville Beach, New Hanover County",Standing,Unprovoked,F,9.0,0-9,"Wrightsville Beach, New Hanover County, North Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
2002-09-27,2002,USA,Hawaii,"Kahala, O'ahu",Fishing from Surfboard,Unprovoked,M,55.0,50-59,"Kahala, O'ahu, Hawaii, USA",,,not_requested,Nominatim/OpenStreetMap
2002-09-13,2002,SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",Surf skiing,Unprovoked,M,47.0,40-49,"Glencairn, False Bay, Western Cape Province, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
2002-09-27,2002,USA,Florida,"Key Largo, Monroe County",Fishing,Provoked,M,,,"Key Largo, Monroe County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2002-02-23,2002,TURKS & CAICOS,,,Capsized fishing boat,Unprovoked,M,,,TURKS & CAICOS,,,not_requested,Nominatim/OpenStreetMap
2002-02-07,2002,AUSTRALIA,New South Wales,Paramatta River (near Sydney),Kayaking,Watercraft,M,35.0,30-39,"Paramatta River (near Sydney), New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2002-04-30,2002,AUSTRALIA,South Australia,"Smoky Bay, near Ceduna, on the Eyre Peninsula",Scallop diving (using surface-supplied air & a POD),Unprovoked,M,23.0,20-29,"Smoky Bay, near Ceduna, on the Eyre Peninsula, South Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2002-07-09,2002,USA,Maryland,"100 miles off Ocean City, Maryland, in 7000' of water",Shark Fishing,Provoked,M,41.0,40-49,"100 miles off Ocean City, Maryland, in 7000' of water, Maryland, USA",,,not_requested,Nominatim/OpenStreetMap
2002-09-09,2002,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Boogie boarding,Unprovoked,M,20.0,20-29,"Ponce Inlet, New Smyrna Beach, Volusia County, Florida, USA",29.0645699,-80.915154,geocoded,Nominatim/OpenStreetMap
2002-08-06,2002,UNITED KINGDOM,Cheshire,"Blue Planet Aquarium, Ellesmere Port",Diving,Provoked,M,30.0,30-39,"Blue Planet Aquarium, Ellesmere Port, Cheshire, UNITED KINGDOM",,,not_requested,Nominatim/OpenStreetMap
2002-03-24,2002,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,Unprovoked,M,16.0,10-19,"Boa Viagem Beach, Recife, Pernambuco, BRAZIL",-8.1275681,-34.8976638,geocoded,Nominatim/OpenStreetMap
2002-01-03,2002,BRAZIL,Pernambuco,Candeias,Swimming,Unprovoked,,,,"Candeias, Pernambuco, BRAZIL",,,not_requested,Nominatim/OpenStreetMap
2002-09-16,2002,USA,Hawaii,"Hideaways Beach, Princeville, Kaua'i",Body boarding,Unprovoked,,,,"Hideaways Beach, Princeville, Kaua'i, Hawaii, USA",,,not_requested,Nominatim/OpenStreetMap
2002-09-21,2002,USA,Oregon,Cape Kiwanda,Boogie boarding or Surfing,Unprovoked,M,24.0,20-29,"Cape Kiwanda, Oregon, USA",,,not_requested,Nominatim/OpenStreetMap
2002-10-05,2002,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,35.0,30-39,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2002-10-05,2002,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,14.0,10-19,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2002-12-24,2002,SOUTH AFRICA,Western Cape Province,Scarborough,Snorkeling,Unprovoked,M,25.0,20-29,"Scarborough, Western Cape Province, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
2002-05-21,2002,COSTA RICA,Guanacaste,Playa Grande,Surfing,Unprovoked,M,,,"Playa Grande, Guanacaste, COSTA RICA",,,not_requested,Nominatim/OpenStreetMap
2002-11-11,2002,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,21.0,20-29,"Ponce Inlet, New Smyrna Beach, Volusia County, Florida, USA",29.0645699,-80.915154,geocoded,Nominatim/OpenStreetMap
2002-03-15,2002,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,31.0,30-39,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2002-05-10,2002,BRAZIL,Pernambuco,"Pina, Recife",Surfing,Unprovoked,M,40.0,40-49,"Pina, Recife, Pernambuco, BRAZIL",,,not_requested,Nominatim/OpenStreetMap
2002-06-20,2002,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,Unprovoked,F,11.0,10-19,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2002-06-09,2002,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,50.0,50-59,"South of Ponce Inlet, New Smyrna Beach, Volusia County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2002-05-31,2002,USA,Florida,"St. George Island (near Apachicola), Franklin County",Floating on a raft,Unprovoked,M,16.0,10-19,"St. George Island (near Apachicola), Franklin County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2002-03-03,2002,NEW CALEDONIA,Loyalty Islands,Lifou,Spearfishing,Invalid,M,44.0,40-49,"Lifou, Loyalty Islands, NEW CALEDONIA",,,not_requested,Nominatim/OpenStreetMap
2002-01-01,2002,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,Surf skiing,Unprovoked,M,26.0,20-29,"Mtunzini, KwaZulu-Natal, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
2002-04-01,2002,USA,Florida,"Lauderdale-By-The-Sea, Broward County",Swimming / Wading,Unprovoked,M,29.0,20-29,"Lauderdale-By-The-Sea, Broward County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2002-09-21,2002,USA,California,"Moonstone Beach, Humboldt County",Surfing,Unprovoked,M,35.0,30-39,"Moonstone Beach, Humboldt County, California, USA",,,not_requested,Nominatim/OpenStreetMap
2002-02-11,2002,FIJI,Cikobia Island (north of Vanua Levu),,Inconnue,Unprovoked,M,15.0,10-19,"Cikobia Island (north of Vanua Levu), FIJI",,,not_requested,Nominatim/OpenStreetMap
2002-09-27,2002,TONGA,Vava'u,Swimming with humpback whales,Swimming,Provoked,M,,,"Swimming with humpback whales, Vava'u, TONGA",,,not_requested,Nominatim/OpenStreetMap
2002-12-01,2002,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,Unprovoked,M,19.0,10-19,"Boa Viagem Beach, Recife, Pernambuco, BRAZIL",-8.1275681,-34.8976638,geocoded,Nominatim/OpenStreetMap
2002-08-11,2002,USA,Florida,"Vero Beach, Indian River County",Surfing,Unprovoked,M,15.0,10-19,"Vero Beach, Indian River County, Florida, USA",27.6387163,-80.3975399,geocoded,Nominatim/OpenStreetMap
2002-07-26,2002,USA,South Carolina,"Myrtle Beach, Horry County",Surfing,Unprovoked,M,13.0,10-19,"Myrtle Beach, Horry County, South Carolina, USA",33.6956461,-78.8900409,geocoded,Nominatim/OpenStreetMap
2002-12-29,2002,AUSTRALIA,Queensland,Great Barrier Reef  (near Upolu Bay),Snorkeling,Unprovoked,F,18.0,10-19,"Great Barrier Reef  (near Upolu Bay), Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
